Neighbourhood,Neighbourhood Number,Question Type,Gender,Age Range,Year,Value,Ward
Meyonohk,6470,Age & Gender,Women+,0 to 14 years,2021,270,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,5 to 9 years,2021,95,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,10 to 14 years,2021,100,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,15 to 19 years,2021,100,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,15 to 64 years,2021,970,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,20 to 24 years,2021,70,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,25 to 29 years,2021,105,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,30 to 34 years,2021,105,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,35 to 39 years,2021,120,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,40 to 44 years,2021,100,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,45 to 49 years,2021,95,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,50 to 54 years,2021,85,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,55 to 59 years,2021,100,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,60 to 64 years,2021,90,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,65 to 69 years,2021,110,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,65 years and over,2021,270,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,70 to 74 years,2021,85,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,75 to 79 years,2021,40,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,80 to 84 years,2021,25,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,85 to 89 years,2021,5,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,85 years and over,2021,15,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,90 to 94 years,2021,5,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,95 to 99 years,2021,0,Karhiio Ward
Meyonohk,6470,Age & Gender,Women+,100 years and over,2021,0,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,0 to 4 years,2021,50,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,0 to 14 years,2021,165,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,5 to 9 years,2021,55,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,10 to 14 years,2021,60,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,15 to 19 years,2021,65,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,15 to 64 years,2021,685,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,20 to 24 years,2021,60,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,25 to 29 years,2021,60,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,30 to 34 years,2021,85,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,35 to 39 years,2021,75,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,40 to 44 years,2021,70,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,45 to 49 years,2021,60,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,50 to 54 years,2021,65,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,55 to 59 years,2021,75,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,60 to 64 years,2021,80,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,65 to 69 years,2021,90,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,65 years and over,2021,225,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,70 to 74 years,2021,60,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,75 to 79 years,2021,25,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,80 to 84 years,2021,30,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,85 to 89 years,2021,10,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,85 years and over,2021,15,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,90 to 94 years,2021,5,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,95 to 99 years,2021,0,Karhiio Ward
Michaels Park,6480,Age & Gender,Women+,100 years and over,2021,0,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,0 to 4 years,2021,20,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,0 to 14 years,2021,40,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,5 to 9 years,2021,15,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,10 to 14 years,2021,10,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,15 to 19 years,2021,10,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,15 to 64 years,2021,275,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,20 to 24 years,2021,35,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,25 to 29 years,2021,40,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,30 to 34 years,2021,30,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,35 to 39 years,2021,35,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,40 to 44 years,2021,20,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,45 to 49 years,2021,20,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,50 to 54 years,2021,20,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,55 to 59 years,2021,25,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,60 to 64 years,2021,35,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,65 to 69 years,2021,45,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,65 years and over,2021,390,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,70 to 74 years,2021,60,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,75 to 79 years,2021,65,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,80 to 84 years,2021,65,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,85 to 89 years,2021,65,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,85 years and over,2021,150,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,90 to 94 years,2021,65,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,95 to 99 years,2021,20,Karhiio Ward
Mill Woods Town Centre,6520,Age & Gender,Women+,100 years and over,2021,0,Karhiio Ward
Miller,2541,Age & Gender,Women+,0 to 4 years,2021,100,Dene Ward
Miller,2541,Age & Gender,Women+,0 to 14 years,2021,335,Dene Ward
Miller,2541,Age & Gender,Women+,5 to 9 years,2021,115,Dene Ward
Miller,2541,Age & Gender,Women+,10 to 14 years,2021,120,Dene Ward
Miller,2541,Age & Gender,Women+,15 to 19 years,2021,110,Dene Ward
Miller,2541,Age & Gender,Women+,15 to 64 years,2021,1085,Dene Ward
Miller,2541,Age & Gender,Women+,20 to 24 years,2021,100,Dene Ward
Miller,2541,Age & Gender,Women+,25 to 29 years,2021,100,Dene Ward
Miller,2541,Age & Gender,Women+,30 to 34 years,2021,115,Dene Ward
Miller,2541,Age & Gender,Women+,35 to 39 years,2021,130,Dene Ward
Miller,2541,Age & Gender,Women+,40 to 44 years,2021,135,Dene Ward
Miller,2541,Age & Gender,Women+,45 to 49 years,2021,115,Dene Ward
Miller,2541,Age & Gender,Women+,50 to 54 years,2021,105,Dene Ward
Miller,2541,Age & Gender,Women+,55 to 59 years,2021,100,Dene Ward
Miller,2541,Age & Gender,Women+,60 to 64 years,2021,80,Dene Ward
Miller,2541,Age & Gender,Women+,65 to 69 years,2021,75,Dene Ward
Miller,2541,Age & Gender,Women+,65 years and over,2021,350,Dene Ward
Miller,2541,Age & Gender,Women+,70 to 74 years,2021,80,Dene Ward
Miller,2541,Age & Gender,Women+,75 to 79 years,2021,60,Dene Ward
Miller,2541,Age & Gender,Women+,80 to 84 years,2021,45,Dene Ward
Miller,2541,Age & Gender,Women+,85 to 89 years,2021,40,Dene Ward
Miller,2541,Age & Gender,Women+,85 years and over,2021,95,Dene Ward
Miller,2541,Age & Gender,Women+,90 to 94 years,2021,35,Dene Ward
Miller,2541,Age & Gender,Women+,95 to 99 years,2021,10,Dene Ward
Miller,2541,Age & Gender,Women+,100 years and over,2021,0,Dene Ward
Minchau,6530,Age & Gender,Women+,0 to 4 years,2021,90,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,0 to 14 years,2021,265,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,5 to 9 years,2021,105,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,10 to 14 years,2021,70,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,15 to 19 years,2021,100,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,15 to 64 years,2021,1030,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,20 to 24 years,2021,85,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,25 to 29 years,2021,120,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,30 to 34 years,2021,125,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,35 to 39 years,2021,110,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,40 to 44 years,2021,105,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,45 to 49 years,2021,90,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,50 to 54 years,2021,80,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,55 to 59 years,2021,100,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,60 to 64 years,2021,115,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,65 to 69 years,2021,95,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,65 years and over,2021,220,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,70 to 74 years,2021,65,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,75 to 79 years,2021,30,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,80 to 84 years,2021,20,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,85 to 89 years,2021,10,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,85 years and over,2021,10,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,90 to 94 years,2021,0,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,95 to 99 years,2021,0,Sspomitapi Ward
Minchau,6530,Age & Gender,Women+,100 years and over,2021,0,Sspomitapi Ward
Montrose,2550,Age & Gender,Women+,0 to 4 years,2021,75,Métis Ward
Montrose,2550,Age & Gender,Women+,0 to 14 years,2021,260,Métis Ward
Montrose,2550,Age & Gender,Women+,5 to 9 years,2021,105,Métis Ward
Montrose,2550,Age & Gender,Women+,10 to 14 years,2021,85,Métis Ward
Montrose,2550,Age & Gender,Women+,15 to 19 years,2021,90,Métis Ward
Montrose,2550,Age & Gender,Women+,15 to 64 years,2021,1120,Métis Ward
Montrose,2550,Age & Gender,Women+,20 to 24 years,2021,90,Métis Ward
Montrose,2550,Age & Gender,Women+,25 to 29 years,2021,120,Métis Ward
Montrose,2550,Age & Gender,Women+,30 to 34 years,2021,145,Métis Ward
Montrose,2550,Age & Gender,Women+,35 to 39 years,2021,125,Métis Ward
Montrose,2550,Age & Gender,Women+,40 to 44 years,2021,120,Métis Ward
Montrose,2550,Age & Gender,Women+,45 to 49 years,2021,115,Métis Ward
Montrose,2550,Age & Gender,Women+,50 to 54 years,2021,100,Métis Ward
Montrose,2550,Age & Gender,Women+,55 to 59 years,2021,115,Métis Ward
Montrose,2550,Age & Gender,Women+,60 to 64 years,2021,115,Métis Ward
Montrose,2550,Age & Gender,Women+,65 to 69 years,2021,85,Métis Ward
Montrose,2550,Age & Gender,Women+,65 years and over,2021,225,Métis Ward
Montrose,2550,Age & Gender,Women+,70 to 74 years,2021,60,Métis Ward
Montrose,2550,Age & Gender,Women+,75 to 79 years,2021,35,Métis Ward
Montrose,2550,Age & Gender,Women+,80 to 84 years,2021,30,Métis Ward
Montrose,2550,Age & Gender,Women+,85 to 89 years,2021,5,Métis Ward
Montrose,2550,Age & Gender,Women+,85 years and over,2021,15,Métis Ward
Montrose,2550,Age & Gender,Women+,90 to 94 years,2021,5,Métis Ward
Montrose,2550,Age & Gender,Women+,95 to 99 years,2021,0,Métis Ward
Montrose,2550,Age & Gender,Women+,100 years and over,2021,0,Métis Ward
Newton,2560,Age & Gender,Women+,0 to 4 years,2021,75,Métis Ward
Newton,2560,Age & Gender,Women+,0 to 14 years,2021,235,Métis Ward
Newton,2560,Age & Gender,Women+,5 to 9 years,2021,75,Métis Ward
Newton,2560,Age & Gender,Women+,10 to 14 years,2021,85,Métis Ward
Newton,2560,Age & Gender,Women+,15 to 19 years,2021,60,Métis Ward
Newton,2560,Age & Gender,Women+,15 to 64 years,2021,920,Métis Ward
Newton,2560,Age & Gender,Women+,20 to 24 years,2021,80,Métis Ward
Newton,2560,Age & Gender,Women+,25 to 29 years,2021,75,Métis Ward
Newton,2560,Age & Gender,Women+,30 to 34 years,2021,130,Métis Ward
Newton,2560,Age & Gender,Women+,35 to 39 years,2021,90,Métis Ward
Newton,2560,Age & Gender,Women+,40 to 44 years,2021,80,Métis Ward
Newton,2560,Age & Gender,Women+,45 to 49 years,2021,90,Métis Ward
Newton,2560,Age & Gender,Women+,50 to 54 years,2021,80,Métis Ward
Newton,2560,Age & Gender,Women+,55 to 59 years,2021,115,Métis Ward
Newton,2560,Age & Gender,Women+,60 to 64 years,2021,125,Métis Ward
Newton,2560,Age & Gender,Women+,65 to 69 years,2021,95,Métis Ward
Newton,2560,Age & Gender,Women+,65 years and over,2021,270,Métis Ward
Newton,2560,Age & Gender,Women+,70 to 74 years,2021,65,Métis Ward
Newton,2560,Age & Gender,Women+,75 to 79 years,2021,40,Métis Ward
Newton,2560,Age & Gender,Women+,80 to 84 years,2021,30,Métis Ward
Newton,2560,Age & Gender,Women+,85 to 89 years,2021,20,Métis Ward
Newton,2560,Age & Gender,Women+,85 years and over,2021,40,Métis Ward
Newton,2560,Age & Gender,Women+,90 to 94 years,2021,15,Métis Ward
Newton,2560,Age & Gender,Women+,95 to 99 years,2021,5,Métis Ward
Newton,2560,Age & Gender,Women+,100 years and over,2021,0,Métis Ward
North Glenora,3310,Age & Gender,Women+,0 to 4 years,2021,60,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,0 to 14 years,2021,205,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,5 to 9 years,2021,85,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,10 to 14 years,2021,65,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,15 to 19 years,2021,45,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,15 to 64 years,2021,695,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,20 to 24 years,2021,60,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,25 to 29 years,2021,60,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,30 to 34 years,2021,80,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,35 to 39 years,2021,85,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,40 to 44 years,2021,75,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,45 to 49 years,2021,85,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,50 to 54 years,2021,55,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,55 to 59 years,2021,80,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,60 to 64 years,2021,65,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,65 to 69 years,2021,55,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,65 years and over,2021,155,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,70 to 74 years,2021,45,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,75 to 79 years,2021,20,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,80 to 84 years,2021,10,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,85 to 89 years,2021,10,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,85 years and over,2021,20,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,90 to 94 years,2021,0,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,95 to 99 years,2021,5,Nakota Isga Ward
North Glenora,3310,Age & Gender,Women+,100 years and over,2021,0,Nakota Isga Ward
Northmount,2580,Age & Gender,Women+,0 to 4 years,2021,85,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,0 to 14 years,2021,260,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,5 to 9 years,2021,100,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,10 to 14 years,2021,75,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,15 to 19 years,2021,80,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,15 to 64 years,2021,950,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,20 to 24 years,2021,100,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,25 to 29 years,2021,90,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,30 to 34 years,2021,95,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,35 to 39 years,2021,100,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,40 to 44 years,2021,90,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,45 to 49 years,2021,90,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,50 to 54 years,2021,100,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,55 to 59 years,2021,110,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,60 to 64 years,2021,95,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,65 to 69 years,2021,105,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,65 years and over,2021,555,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,70 to 74 years,2021,115,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,75 to 79 years,2021,95,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,80 to 84 years,2021,90,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,85 to 89 years,2021,90,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,85 years and over,2021,150,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,90 to 94 years,2021,40,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,95 to 99 years,2021,20,tastawiyiniwak Ward
Northmount,2580,Age & Gender,Women+,100 years and over,2021,5,tastawiyiniwak Ward
Ogilvie Ridge,5300,Age & Gender,Women+,0 to 4 years,2021,15,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,0 to 14 years,2021,65,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,5 to 9 years,2021,25,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,10 to 14 years,2021,25,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,15 to 19 years,2021,30,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,15 to 64 years,2021,275,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,20 to 24 years,2021,20,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,25 to 29 years,2021,15,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,30 to 34 years,2021,15,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,35 to 39 years,2021,20,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,40 to 44 years,2021,30,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,45 to 49 years,2021,20,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,50 to 54 years,2021,30,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,55 to 59 years,2021,40,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,60 to 64 years,2021,55,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,65 to 69 years,2021,50,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,65 years and over,2021,135,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,70 to 74 years,2021,45,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,75 to 79 years,2021,20,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,80 to 84 years,2021,10,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,85 to 89 years,2021,5,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,85 years and over,2021,10,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,90 to 94 years,2021,0,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,95 to 99 years,2021,0,pihêsiwin Ward
Ogilvie Ridge,5300,Age & Gender,Women+,100 years and over,2021,0,pihêsiwin Ward
Oleskiw,4360,Age & Gender,Women+,0 to 4 years,2021,75,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,0 to 14 years,2021,235,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,5 to 9 years,2021,85,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,10 to 14 years,2021,75,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,15 to 19 years,2021,80,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,15 to 64 years,2021,860,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,20 to 24 years,2021,60,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,25 to 29 years,2021,55,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,30 to 34 years,2021,55,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,35 to 39 years,2021,90,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,40 to 44 years,2021,70,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,45 to 49 years,2021,80,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,50 to 54 years,2021,95,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,55 to 59 years,2021,115,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,60 to 64 years,2021,155,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,65 to 69 years,2021,135,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,65 years and over,2021,410,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,70 to 74 years,2021,135,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,75 to 79 years,2021,70,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,80 to 84 years,2021,40,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,85 to 89 years,2021,25,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,85 years and over,2021,35,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,90 to 94 years,2021,5,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,95 to 99 years,2021,5,sipiwiyiniwak Ward
Oleskiw,4360,Age & Gender,Women+,100 years and over,2021,0,sipiwiyiniwak Ward
Oliver,1150,Age & Gender,Women+,0 to 4 years,2021,220,O-day'min Ward
Oliver,1150,Age & Gender,Women+,0 to 14 years,2021,395,O-day'min Ward
Oliver,1150,Age & Gender,Women+,5 to 9 years,2021,115,O-day'min Ward
Oliver,1150,Age & Gender,Women+,10 to 14 years,2021,60,O-day'min Ward
Oliver,1150,Age & Gender,Women+,15 to 19 years,2021,170,O-day'min Ward
Oliver,1150,Age & Gender,Women+,15 to 64 years,2021,6835,O-day'min Ward
Oliver,1150,Age & Gender,Women+,20 to 24 years,2021,935,O-day'min Ward
Oliver,1150,Age & Gender,Women+,25 to 29 years,2021,1440,O-day'min Ward
Oliver,1150,Age & Gender,Women+,30 to 34 years,2021,1195,O-day'min Ward
Oliver,1150,Age & Gender,Women+,35 to 39 years,2021,760,O-day'min Ward
Oliver,1150,Age & Gender,Women+,40 to 44 years,2021,505,O-day'min Ward
Oliver,1150,Age & Gender,Women+,45 to 49 years,2021,405,O-day'min Ward
Oliver,1150,Age & Gender,Women+,50 to 54 years,2021,430,O-day'min Ward
Oliver,1150,Age & Gender,Women+,55 to 59 years,2021,450,O-day'min Ward
Oliver,1150,Age & Gender,Women+,60 to 64 years,2021,545,O-day'min Ward
Oliver,1150,Age & Gender,Women+,65 to 69 years,2021,535,O-day'min Ward
Oliver,1150,Age & Gender,Women+,65 years and over,2021,2260,O-day'min Ward
Oliver,1150,Age & Gender,Women+,70 to 74 years,2021,510,O-day'min Ward
Oliver,1150,Age & Gender,Women+,75 to 79 years,2021,380,O-day'min Ward
Oliver,1150,Age & Gender,Women+,80 to 84 years,2021,300,O-day'min Ward
Oliver,1150,Age & Gender,Women+,85 to 89 years,2021,280,O-day'min Ward
Oliver,1150,Age & Gender,Women+,85 years and over,2021,535,O-day'min Ward
Oliver,1150,Age & Gender,Women+,90 to 94 years,2021,175,O-day'min Ward
Oliver,1150,Age & Gender,Women+,95 to 99 years,2021,65,O-day'min Ward
Oliver,1150,Age & Gender,Women+,100 years and over,2021,10,O-day'min Ward
Ormsby Place,4380,Age & Gender,Women+,0 to 4 years,2021,160,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,0 to 14 years,2021,520,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,5 to 9 years,2021,185,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,10 to 14 years,2021,175,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,15 to 19 years,2021,165,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,15 to 64 years,2021,1855,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,20 to 24 years,2021,165,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,25 to 29 years,2021,190,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,30 to 34 years,2021,190,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,35 to 39 years,2021,190,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,40 to 44 years,2021,185,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,45 to 49 years,2021,180,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,50 to 54 years,2021,170,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,55 to 59 years,2021,200,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,60 to 64 years,2021,215,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,65 to 69 years,2021,150,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,65 years and over,2021,345,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,70 to 74 years,2021,85,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,75 to 79 years,2021,60,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,80 to 84 years,2021,35,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,85 to 89 years,2021,15,sipiwiyiniwak Ward
Ormsby Place,4380,Age & Gender,Women+,85 years and over,2021,15,sipiwiyiniwak Ward
