Neighbourhood,Neighbourhood Number,Question Type,Gender,Characteristic,Year,Value,Ward
High Park,4200,Visible Minority,Women+,Korean,2021,0,Nakota Isga Ward
High Park,4200,Visible Minority,Women+,Latin American,2021,0,Nakota Isga Ward
High Park,4200,Visible Minority,Women+,Multiple visible minorities,2021,0,Nakota Isga Ward
High Park,4200,Visible Minority,Women+,Not a visible minority,2021,565,Nakota Isga Ward
High Park,4200,Visible Minority,Women+,South Asian,2021,15,Nakota Isga Ward
High Park,4200,Visible Minority,Women+,Southeast Asian,2021,35,Nakota Isga Ward
High Park,4200,Visible Minority,Women+,Total visible minority population,2021,190,Nakota Isga Ward
High Park,4200,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Nakota Isga Ward
High Park,4200,Visible Minority,Women+,West Asian,2021,0,Nakota Isga Ward
Highlands,2330,Visible Minority,Men+,Arab,2021,0,Métis Ward
Highlands,2330,Visible Minority,Men+,Black,2021,40,Métis Ward
Highlands,2330,Visible Minority,Men+,Chinese,2021,20,Métis Ward
Highlands,2330,Visible Minority,Men+,Filipino,2021,0,Métis Ward
Highlands,2330,Visible Minority,Men+,Japanese,2021,10,Métis Ward
Highlands,2330,Visible Minority,Men+,Korean,2021,0,Métis Ward
Highlands,2330,Visible Minority,Men+,Latin American,2021,10,Métis Ward
Highlands,2330,Visible Minority,Men+,Multiple visible minorities,2021,0,Métis Ward
Highlands,2330,Visible Minority,Men+,Not a visible minority,2021,1195,Métis Ward
Highlands,2330,Visible Minority,Men+,Southeast Asian,2021,0,Métis Ward
Highlands,2330,Visible Minority,Men+,Total visible minority population,2021,105,Métis Ward
Highlands,2330,Visible Minority,Men+,"Visible minority, n.i.e.",2021,0,Métis Ward
Highlands,2330,Visible Minority,Men+,West Asian,2021,0,Métis Ward
Highlands,2330,Visible Minority,Total,Arab,2021,0,Métis Ward
Highlands,2330,Visible Minority,Total,Black,2021,70,Métis Ward
Highlands,2330,Visible Minority,Total,Chinese,2021,25,Métis Ward
Highlands,2330,Visible Minority,Total,Filipino,2021,25,Métis Ward
Highlands,2330,Visible Minority,Total,Japanese,2021,10,Métis Ward
Highlands,2330,Visible Minority,Total,Korean,2021,0,Métis Ward
Highlands,2330,Visible Minority,Total,Latin American,2021,20,Métis Ward
Highlands,2330,Visible Minority,Total,Multiple visible minorities,2021,20,Métis Ward
Highlands,2330,Visible Minority,Total,Not a visible minority,2021,2485,Métis Ward
Highlands,2330,Visible Minority,Total,South Asian,2021,40,Métis Ward
Highlands,2330,Visible Minority,Total,Southeast Asian,2021,0,Métis Ward
Highlands,2330,Visible Minority,Total,Total visible minority population,2021,215,Métis Ward
Highlands,2330,Visible Minority,Total,"Visible minority, n.i.e.",2021,0,Métis Ward
Highlands,2330,Visible Minority,Total,West Asian,2021,0,Métis Ward
Highlands,2330,Visible Minority,Women+,Arab,2021,0,Métis Ward
Highlands,2330,Visible Minority,Women+,Black,2021,25,Métis Ward
Highlands,2330,Visible Minority,Women+,Chinese,2021,0,Métis Ward
Highlands,2330,Visible Minority,Women+,Filipino,2021,20,Métis Ward
Highlands,2330,Visible Minority,Women+,Japanese,2021,0,Métis Ward
Highlands,2330,Visible Minority,Women+,Korean,2021,0,Métis Ward
Highlands,2330,Visible Minority,Women+,Latin American,2021,10,Métis Ward
Highlands,2330,Visible Minority,Women+,Multiple visible minorities,2021,15,Métis Ward
Highlands,2330,Visible Minority,Women+,Not a visible minority,2021,1295,Métis Ward
Highlands,2330,Visible Minority,Women+,South Asian,2021,25,Métis Ward
Highlands,2330,Visible Minority,Women+,Southeast Asian,2021,0,Métis Ward
Highlands,2330,Visible Minority,Women+,Total visible minority population,2021,110,Métis Ward
Highlands,2330,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Métis Ward
Highlands,2330,Visible Minority,Women+,West Asian,2021,0,Métis Ward
Hillview,6300,Visible Minority,Men+,Arab,2021,0,Karhiio Ward
Hillview,6300,Visible Minority,Men+,Black,2021,110,Karhiio Ward
Hillview,6300,Visible Minority,Men+,Chinese,2021,25,Karhiio Ward
Hillview,6300,Visible Minority,Men+,Filipino,2021,65,Karhiio Ward
Hillview,6300,Visible Minority,Men+,Japanese,2021,0,Karhiio Ward
Hillview,6300,Visible Minority,Men+,Korean,2021,0,Karhiio Ward
Hillview,6300,Visible Minority,Men+,Latin American,2021,115,Karhiio Ward
Hillview,6300,Visible Minority,Men+,Multiple visible minorities,2021,15,Karhiio Ward
Hillview,6300,Visible Minority,Men+,Not a visible minority,2021,1135,Karhiio Ward
Hillview,6300,Visible Minority,Men+,South Asian,2021,185,Karhiio Ward
Hillview,6300,Visible Minority,Men+,Southeast Asian,2021,0,Karhiio Ward
Hillview,6300,Visible Minority,Men+,Total visible minority population,2021,585,Karhiio Ward
Hillview,6300,Visible Minority,Men+,"Visible minority, n.i.e.",2021,30,Karhiio Ward
Hillview,6300,Visible Minority,Men+,West Asian,2021,10,Karhiio Ward
Hillview,6300,Visible Minority,Total,Arab,2021,0,Karhiio Ward
Hillview,6300,Visible Minority,Total,Black,2021,250,Karhiio Ward
Hillview,6300,Visible Minority,Total,Chinese,2021,60,Karhiio Ward
Hillview,6300,Visible Minority,Total,Filipino,2021,160,Karhiio Ward
Hillview,6300,Visible Minority,Total,Japanese,2021,0,Karhiio Ward
Hillview,6300,Visible Minority,Total,Korean,2021,20,Karhiio Ward
Hillview,6300,Visible Minority,Total,Latin American,2021,220,Karhiio Ward
Hillview,6300,Visible Minority,Total,Multiple visible minorities,2021,30,Karhiio Ward
Hillview,6300,Visible Minority,Total,Not a visible minority,2021,2275,Karhiio Ward
Hillview,6300,Visible Minority,Total,South Asian,2021,380,Karhiio Ward
Hillview,6300,Visible Minority,Total,Southeast Asian,2021,0,Karhiio Ward
Hillview,6300,Visible Minority,Total,Total visible minority population,2021,1215,Karhiio Ward
Hillview,6300,Visible Minority,Total,"Visible minority, n.i.e.",2021,45,Karhiio Ward
Hillview,6300,Visible Minority,Total,West Asian,2021,25,Karhiio Ward
Hillview,6300,Visible Minority,Women+,Arab,2021,0,Karhiio Ward
Hillview,6300,Visible Minority,Women+,Black,2021,135,Karhiio Ward
Hillview,6300,Visible Minority,Women+,Chinese,2021,35,Karhiio Ward
Hillview,6300,Visible Minority,Women+,Filipino,2021,90,Karhiio Ward
Hillview,6300,Visible Minority,Women+,Japanese,2021,0,Karhiio Ward
Hillview,6300,Visible Minority,Women+,Korean,2021,10,Karhiio Ward
Hillview,6300,Visible Minority,Women+,Latin American,2021,100,Karhiio Ward
Hillview,6300,Visible Minority,Women+,Multiple visible minorities,2021,15,Karhiio Ward
Hillview,6300,Visible Minority,Women+,Not a visible minority,2021,1140,Karhiio Ward
Hillview,6300,Visible Minority,Women+,South Asian,2021,195,Karhiio Ward
Hillview,6300,Visible Minority,Women+,Southeast Asian,2021,0,Karhiio Ward
Hillview,6300,Visible Minority,Women+,Total visible minority population,2021,635,Karhiio Ward
Hillview,6300,Visible Minority,Women+,"Visible minority, n.i.e.",2021,15,Karhiio Ward
Hillview,6300,Visible Minority,Women+,West Asian,2021,10,Karhiio Ward
Hodgson,5620,Visible Minority,Men+,Arab,2021,30,pihêsiwin Ward
Hodgson,5620,Visible Minority,Men+,Black,2021,35,pihêsiwin Ward
Hodgson,5620,Visible Minority,Men+,Chinese,2021,245,pihêsiwin Ward
Hodgson,5620,Visible Minority,Men+,Filipino,2021,10,pihêsiwin Ward
Hodgson,5620,Visible Minority,Men+,Japanese,2021,0,pihêsiwin Ward
Hodgson,5620,Visible Minority,Men+,Korean,2021,35,pihêsiwin Ward
Hodgson,5620,Visible Minority,Men+,Latin American,2021,35,pihêsiwin Ward
Hodgson,5620,Visible Minority,Men+,Multiple visible minorities,2021,20,pihêsiwin Ward
Hodgson,5620,Visible Minority,Men+,Not a visible minority,2021,475,pihêsiwin Ward
Hodgson,5620,Visible Minority,Men+,South Asian,2021,270,pihêsiwin Ward
Hodgson,5620,Visible Minority,Men+,Southeast Asian,2021,0,pihêsiwin Ward
Hodgson,5620,Visible Minority,Men+,Total visible minority population,2021,730,pihêsiwin Ward
Hodgson,5620,Visible Minority,Men+,"Visible minority, n.i.e.",2021,20,pihêsiwin Ward
Hodgson,5620,Visible Minority,Men+,West Asian,2021,35,pihêsiwin Ward
Hodgson,5620,Visible Minority,Total,Arab,2021,80,pihêsiwin Ward
Hodgson,5620,Visible Minority,Total,Black,2021,55,pihêsiwin Ward
Hodgson,5620,Visible Minority,Total,Chinese,2021,500,pihêsiwin Ward
Hodgson,5620,Visible Minority,Total,Filipino,2021,65,pihêsiwin Ward
Hodgson,5620,Visible Minority,Total,Japanese,2021,0,pihêsiwin Ward
Hodgson,5620,Visible Minority,Total,Korean,2021,90,pihêsiwin Ward
Hodgson,5620,Visible Minority,Total,Latin American,2021,70,pihêsiwin Ward
Hodgson,5620,Visible Minority,Total,Multiple visible minorities,2021,55,pihêsiwin Ward
Hodgson,5620,Visible Minority,Total,Not a visible minority,2021,1025,pihêsiwin Ward
Hodgson,5620,Visible Minority,Total,South Asian,2021,575,pihêsiwin Ward
Hodgson,5620,Visible Minority,Total,Southeast Asian,2021,0,pihêsiwin Ward
Hodgson,5620,Visible Minority,Total,Total visible minority population,2021,1600,pihêsiwin Ward
Hodgson,5620,Visible Minority,Total,"Visible minority, n.i.e.",2021,25,pihêsiwin Ward
Hodgson,5620,Visible Minority,Total,West Asian,2021,80,pihêsiwin Ward
Hodgson,5620,Visible Minority,Women+,Arab,2021,50,pihêsiwin Ward
Hodgson,5620,Visible Minority,Women+,Black,2021,20,pihêsiwin Ward
Hodgson,5620,Visible Minority,Women+,Chinese,2021,255,pihêsiwin Ward
Hodgson,5620,Visible Minority,Women+,Filipino,2021,55,pihêsiwin Ward
Hodgson,5620,Visible Minority,Women+,Japanese,2021,0,pihêsiwin Ward
Hodgson,5620,Visible Minority,Women+,Korean,2021,60,pihêsiwin Ward
Hodgson,5620,Visible Minority,Women+,Latin American,2021,30,pihêsiwin Ward
Hodgson,5620,Visible Minority,Women+,Multiple visible minorities,2021,35,pihêsiwin Ward
Hodgson,5620,Visible Minority,Women+,Not a visible minority,2021,550,pihêsiwin Ward
Hodgson,5620,Visible Minority,Women+,South Asian,2021,305,pihêsiwin Ward
Hodgson,5620,Visible Minority,Women+,Southeast Asian,2021,0,pihêsiwin Ward
Hodgson,5620,Visible Minority,Women+,Total visible minority population,2021,865,pihêsiwin Ward
Hodgson,5620,Visible Minority,Women+,"Visible minority, n.i.e.",2021,10,pihêsiwin Ward
Hodgson,5620,Visible Minority,Women+,West Asian,2021,50,pihêsiwin Ward
Hollick-Kenyon,2340,Visible Minority,Men+,Arab,2021,215,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Men+,Black,2021,555,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Men+,Chinese,2021,210,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Men+,Filipino,2021,125,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Men+,Japanese,2021,0,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Men+,Korean,2021,0,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Men+,Latin American,2021,75,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Men+,Multiple visible minorities,2021,65,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Men+,Not a visible minority,2021,1675,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Men+,South Asian,2021,225,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Men+,Southeast Asian,2021,110,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Men+,Total visible minority population,2021,1675,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Men+,"Visible minority, n.i.e.",2021,60,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Men+,West Asian,2021,20,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Total,Arab,2021,375,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Total,Black,2021,1090,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Total,Chinese,2021,465,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Total,Filipino,2021,255,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Total,Japanese,2021,0,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Total,Korean,2021,10,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Total,Latin American,2021,180,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Total,Multiple visible minorities,2021,125,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Total,Not a visible minority,2021,3370,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Total,South Asian,2021,485,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Total,Southeast Asian,2021,235,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Total,Total visible minority population,2021,3360,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Total,"Visible minority, n.i.e.",2021,90,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Total,West Asian,2021,35,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Women+,Arab,2021,160,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Women+,Black,2021,535,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Women+,Chinese,2021,255,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Women+,Filipino,2021,130,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Women+,Japanese,2021,0,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Women+,Korean,2021,10,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Women+,Latin American,2021,105,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Women+,Multiple visible minorities,2021,55,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Women+,Not a visible minority,2021,1695,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Women+,South Asian,2021,255,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Women+,Southeast Asian,2021,120,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Women+,Total visible minority population,2021,1690,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Women+,"Visible minority, n.i.e.",2021,30,Dene Ward
Hollick-Kenyon,2340,Visible Minority,Women+,West Asian,2021,20,Dene Ward
Holyrood,6310,Visible Minority,Men+,Arab,2021,0,Métis Ward
Holyrood,6310,Visible Minority,Men+,Black,2021,15,Métis Ward
Holyrood,6310,Visible Minority,Men+,Chinese,2021,45,Métis Ward
Holyrood,6310,Visible Minority,Men+,Filipino,2021,25,Métis Ward
Holyrood,6310,Visible Minority,Men+,Japanese,2021,0,Métis Ward
Holyrood,6310,Visible Minority,Men+,Korean,2021,15,Métis Ward
Holyrood,6310,Visible Minority,Men+,Latin American,2021,40,Métis Ward
Holyrood,6310,Visible Minority,Men+,Multiple visible minorities,2021,0,Métis Ward
Holyrood,6310,Visible Minority,Men+,Not a visible minority,2021,1430,Métis Ward
Holyrood,6310,Visible Minority,Men+,South Asian,2021,20,Métis Ward
Holyrood,6310,Visible Minority,Men+,Southeast Asian,2021,0,Métis Ward
Holyrood,6310,Visible Minority,Men+,Total visible minority population,2021,195,Métis Ward
Holyrood,6310,Visible Minority,Men+,"Visible minority, n.i.e.",2021,10,Métis Ward
Holyrood,6310,Visible Minority,Men+,West Asian,2021,10,Métis Ward
Holyrood,6310,Visible Minority,Total,Arab,2021,15,Métis Ward
Holyrood,6310,Visible Minority,Total,Black,2021,30,Métis Ward
Holyrood,6310,Visible Minority,Total,Chinese,2021,95,Métis Ward
Holyrood,6310,Visible Minority,Total,Filipino,2021,50,Métis Ward
Holyrood,6310,Visible Minority,Total,Japanese,2021,25,Métis Ward
Holyrood,6310,Visible Minority,Total,Korean,2021,30,Métis Ward
Holyrood,6310,Visible Minority,Total,Latin American,2021,70,Métis Ward
Holyrood,6310,Visible Minority,Total,Multiple visible minorities,2021,0,Métis Ward
Holyrood,6310,Visible Minority,Total,Not a visible minority,2021,2770,Métis Ward
Holyrood,6310,Visible Minority,Total,South Asian,2021,45,Métis Ward
Holyrood,6310,Visible Minority,Total,Southeast Asian,2021,30,Métis Ward
Holyrood,6310,Visible Minority,Total,Total visible minority population,2021,430,Métis Ward
Holyrood,6310,Visible Minority,Total,"Visible minority, n.i.e.",2021,15,Métis Ward
Holyrood,6310,Visible Minority,Total,West Asian,2021,15,Métis Ward
Holyrood,6310,Visible Minority,Women+,Arab,2021,10,Métis Ward
Holyrood,6310,Visible Minority,Women+,Black,2021,10,Métis Ward
Holyrood,6310,Visible Minority,Women+,Chinese,2021,55,Métis Ward
Holyrood,6310,Visible Minority,Women+,Filipino,2021,25,Métis Ward
Holyrood,6310,Visible Minority,Women+,Japanese,2021,20,Métis Ward
Holyrood,6310,Visible Minority,Women+,Korean,2021,15,Métis Ward
Holyrood,6310,Visible Minority,Women+,Latin American,2021,30,Métis Ward
Holyrood,6310,Visible Minority,Women+,Multiple visible minorities,2021,0,Métis Ward
Holyrood,6310,Visible Minority,Women+,Not a visible minority,2021,1345,Métis Ward
Holyrood,6310,Visible Minority,Women+,South Asian,2021,30,Métis Ward
Holyrood,6310,Visible Minority,Women+,Southeast Asian,2021,25,Métis Ward
Holyrood,6310,Visible Minority,Women+,Total visible minority population,2021,230,Métis Ward
Holyrood,6310,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Métis Ward
Holyrood,6310,Visible Minority,Women+,West Asian,2021,10,Métis Ward
Homesteader,2350,Visible Minority,Men+,Arab,2021,105,Dene Ward
Homesteader,2350,Visible Minority,Men+,Black,2021,280,Dene Ward
Homesteader,2350,Visible Minority,Men+,Chinese,2021,35,Dene Ward
Homesteader,2350,Visible Minority,Men+,Filipino,2021,60,Dene Ward
Homesteader,2350,Visible Minority,Men+,Japanese,2021,0,Dene Ward
Homesteader,2350,Visible Minority,Men+,Korean,2021,0,Dene Ward
Homesteader,2350,Visible Minority,Men+,Latin American,2021,105,Dene Ward
Homesteader,2350,Visible Minority,Men+,Multiple visible minorities,2021,25,Dene Ward
Homesteader,2350,Visible Minority,Men+,Not a visible minority,2021,1165,Dene Ward
Homesteader,2350,Visible Minority,Men+,South Asian,2021,110,Dene Ward
Homesteader,2350,Visible Minority,Men+,Southeast Asian,2021,15,Dene Ward
Homesteader,2350,Visible Minority,Men+,Total visible minority population,2021,740,Dene Ward
Homesteader,2350,Visible Minority,Men+,"Visible minority, n.i.e.",2021,10,Dene Ward
Homesteader,2350,Visible Minority,Men+,West Asian,2021,0,Dene Ward
Homesteader,2350,Visible Minority,Total,Arab,2021,175,Dene Ward
Homesteader,2350,Visible Minority,Total,Black,2021,560,Dene Ward
Homesteader,2350,Visible Minority,Total,Chinese,2021,80,Dene Ward
Homesteader,2350,Visible Minority,Total,Filipino,2021,135,Dene Ward
Homesteader,2350,Visible Minority,Total,Japanese,2021,0,Dene Ward
Homesteader,2350,Visible Minority,Total,Korean,2021,0,Dene Ward
Homesteader,2350,Visible Minority,Total,Latin American,2021,260,Dene Ward
Homesteader,2350,Visible Minority,Total,Multiple visible minorities,2021,40,Dene Ward
Homesteader,2350,Visible Minority,Total,Not a visible minority,2021,2360,Dene Ward
Homesteader,2350,Visible Minority,Total,South Asian,2021,230,Dene Ward
Homesteader,2350,Visible Minority,Total,Southeast Asian,2021,50,Dene Ward
Homesteader,2350,Visible Minority,Total,Total visible minority population,2021,1550,Dene Ward
Homesteader,2350,Visible Minority,Total,"Visible minority, n.i.e.",2021,10,Dene Ward
Homesteader,2350,Visible Minority,Total,West Asian,2021,0,Dene Ward
Homesteader,2350,Visible Minority,Women+,Arab,2021,75,Dene Ward
Homesteader,2350,Visible Minority,Women+,Black,2021,285,Dene Ward
Homesteader,2350,Visible Minority,Women+,Chinese,2021,45,Dene Ward
Homesteader,2350,Visible Minority,Women+,Filipino,2021,75,Dene Ward
Homesteader,2350,Visible Minority,Women+,Japanese,2021,0,Dene Ward
Homesteader,2350,Visible Minority,Women+,Korean,2021,0,Dene Ward
Homesteader,2350,Visible Minority,Women+,Latin American,2021,150,Dene Ward
Homesteader,2350,Visible Minority,Women+,Multiple visible minorities,2021,15,Dene Ward
Homesteader,2350,Visible Minority,Women+,Not a visible minority,2021,1190,Dene Ward
Homesteader,2350,Visible Minority,Women+,South Asian,2021,120,Dene Ward
Homesteader,2350,Visible Minority,Women+,Southeast Asian,2021,35,Dene Ward
Homesteader,2350,Visible Minority,Women+,Total visible minority population,2021,810,Dene Ward
Homesteader,2350,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Dene Ward
Homesteader,2350,Visible Minority,Women+,West Asian,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Men+,Arab,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Men+,Black,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Men+,Chinese,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Men+,Filipino,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Men+,Japanese,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Men+,Korean,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Men+,Latin American,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Men+,Multiple visible minorities,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Men+,Not a visible minority,2021,280,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Men+,South Asian,2021,50,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Men+,Southeast Asian,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Men+,Total visible minority population,2021,60,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Men+,"Visible minority, n.i.e.",2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Men+,West Asian,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Total,Arab,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Total,Black,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Total,Chinese,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Total,Filipino,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Total,Japanese,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Total,Korean,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Total,Latin American,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Total,Multiple visible minorities,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Total,Not a visible minority,2021,530,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Total,South Asian,2021,100,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Total,Southeast Asian,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Total,Total visible minority population,2021,120,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Total,"Visible minority, n.i.e.",2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Total,West Asian,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Women+,Arab,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Women+,Black,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Women+,Chinese,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Women+,Filipino,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Women+,Japanese,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Women+,Korean,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Women+,Latin American,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Women+,Multiple visible minorities,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Women+,Not a visible minority,2021,250,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Women+,South Asian,2021,50,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Women+,Southeast Asian,2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Women+,Total visible minority population,2021,65,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Women+,"Visible minority, n.i.e.",2021,0,Dene Ward
Horse Hill Neighbourhood 1A,2691,Visible Minority,Women+,West Asian,2021,0,Dene Ward
Hudson,3480,Visible Minority,Men+,Arab,2021,165,Anirniq Ward
Hudson,3480,Visible Minority,Men+,Black,2021,135,Anirniq Ward
Hudson,3480,Visible Minority,Men+,Chinese,2021,155,Anirniq Ward
Hudson,3480,Visible Minority,Men+,Filipino,2021,155,Anirniq Ward
Hudson,3480,Visible Minority,Men+,Japanese,2021,0,Anirniq Ward
Hudson,3480,Visible Minority,Men+,Korean,2021,0,Anirniq Ward
Hudson,3480,Visible Minority,Men+,Latin American,2021,20,Anirniq Ward
Hudson,3480,Visible Minority,Men+,Multiple visible minorities,2021,35,Anirniq Ward
Hudson,3480,Visible Minority,Men+,Not a visible minority,2021,375,Anirniq Ward
Hudson,3480,Visible Minority,Men+,South Asian,2021,180,Anirniq Ward
Hudson,3480,Visible Minority,Men+,Southeast Asian,2021,130,Anirniq Ward
Hudson,3480,Visible Minority,Men+,Total visible minority population,2021,990,Anirniq Ward
Hudson,3480,Visible Minority,Men+,"Visible minority, n.i.e.",2021,0,Anirniq Ward
Hudson,3480,Visible Minority,Men+,West Asian,2021,0,Anirniq Ward
Hudson,3480,Visible Minority,Total,Arab,2021,330,Anirniq Ward
Hudson,3480,Visible Minority,Total,Black,2021,255,Anirniq Ward
Hudson,3480,Visible Minority,Total,Chinese,2021,280,Anirniq Ward
Hudson,3480,Visible Minority,Total,Filipino,2021,270,Anirniq Ward
Hudson,3480,Visible Minority,Total,Japanese,2021,0,Anirniq Ward
Hudson,3480,Visible Minority,Total,Korean,2021,0,Anirniq Ward
Hudson,3480,Visible Minority,Total,Latin American,2021,25,Anirniq Ward
Hudson,3480,Visible Minority,Total,Multiple visible minorities,2021,75,Anirniq Ward
Hudson,3480,Visible Minority,Total,Not a visible minority,2021,810,Anirniq Ward
Hudson,3480,Visible Minority,Total,South Asian,2021,370,Anirniq Ward
Hudson,3480,Visible Minority,Total,Southeast Asian,2021,285,Anirniq Ward
Hudson,3480,Visible Minority,Total,Total visible minority population,2021,1910,Anirniq Ward
Hudson,3480,Visible Minority,Total,"Visible minority, n.i.e.",2021,0,Anirniq Ward
Hudson,3480,Visible Minority,Total,West Asian,2021,0,Anirniq Ward
Hudson,3480,Visible Minority,Women+,Arab,2021,170,Anirniq Ward
Hudson,3480,Visible Minority,Women+,Black,2021,120,Anirniq Ward
Hudson,3480,Visible Minority,Women+,Chinese,2021,130,Anirniq Ward
Hudson,3480,Visible Minority,Women+,Filipino,2021,120,Anirniq Ward
Hudson,3480,Visible Minority,Women+,Japanese,2021,0,Anirniq Ward
Hudson,3480,Visible Minority,Women+,Korean,2021,0,Anirniq Ward
Hudson,3480,Visible Minority,Women+,Latin American,2021,10,Anirniq Ward
Hudson,3480,Visible Minority,Women+,Multiple visible minorities,2021,40,Anirniq Ward
Hudson,3480,Visible Minority,Women+,Not a visible minority,2021,435,Anirniq Ward
Hudson,3480,Visible Minority,Women+,South Asian,2021,190,Anirniq Ward
Hudson,3480,Visible Minority,Women+,Southeast Asian,2021,150,Anirniq Ward
Hudson,3480,Visible Minority,Women+,Total visible minority population,2021,920,Anirniq Ward
